admission_taken_True + parent_education_upto 10th,coaching_institute_fiitjee + parent_education_upto 10th,coaching_institute_nan + daily_study_hours,coaching_institute_nan + school_board_state,daily_study_hours + family_income_low,family_income_low + peer_pressure_level_low,family_income_mid + location_type_urban,parent_education_upto 10th + school_board_state,peer_pressure_level_low + peer_pressure_level_medium,admission_taken_True / family_income_mid,attempt_count / parent_education_upto 10th,coaching_institute_fiitjee / class_12_percent,coaching_institute_fiitjee / parent_education_pg,coaching_institute_local / school_board_state,daily_study_hours / admission_taken_True,daily_study_hours / family_income_low,daily_study_hours / jee_advanced_score,daily_study_hours / peer_pressure_level_low,daily_study_hours / peer_pressure_level_medium,family_income_low / admission_taken_True,family_income_low / mock_test_score_avg,family_income_mid / coaching_institute_fiitjee,jee_advanced_score / daily_study_hours,jee_main_score / parent_education_graduate,location_type_semi-urban / mock_test_score_avg,parent_education_graduate / location_type_urban,parent_education_pg / coaching_institute_local,parent_education_pg / peer_pressure_level_low,peer_pressure_level_low / class_12_percent,school_board_icse / coaching_institute_fiitjee,school_board_icse / coaching_institute_local,school_board_icse / parent_education_upto 10th,admission_taken_True * daily_study_hours,attempt_count * coaching_institute_local,attempt_count * peer_pressure_level_medium,class_12_percent * family_income_mid,class_12_percent * location_type_urban,coaching_institute_fiitjee * peer_pressure_level_low,coaching_institute_fiitjee * peer_pressure_level_medium,daily_study_hours * parent_education_graduate,family_income_mid * location_type_semi-urban,jee_advanced_score * jee_main_score,jee_advanced_score * school_board_icse,mock_test_score_avg * school_board_state,admission_taken_True - location_type_urban,admission_taken_True - parent_education_upto 10th,attempt_count - family_income_low,coaching_institute_fiitjee - family_income_mid,coaching_institute_fiitjee - location_type_semi-urban,coaching_institute_local - daily_study_hours,dropout
2.0,1.0,2.181002487746101,0.0,3.181002487746101,1.0,1.0,1.0,1.0,0.0,-1.0075283371329782,-0.0,0.0,0.0,2.181002487746101,2.181002487746101,15.161439831374189,0.0,2.181002487746101,1.0,-1.334211529232013,0.0,0.0659567963941432,0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,1.0,1.0,2.181002487746101,-1.0075283371329782,-1.0075283371329782,-0.0,-0.0961240218847507,0.0,0.0,0.0,0.0,0.0487897842326435,0.1438519370193894,-0.0,0.0,0.0,-2.007528337132978,0.0,0.0,-1.1810024877461012,0
0.0,0.0,0.8166837330670763,0.0,1.816683733067076,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8166837330670763,17.59774965662521,0.0,0.8166837330670763,0.0,-0.9872296586787,0.0,0.0568254475437158,0.2407560775233232,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9925279152401798,0.0,0.0,0.0,0.0,0.8166837330670763,0.0,0.0111731088341917,0.0,-0.0,0.0,0.0,-0.0074720847598201,0.0,0.0,-0.8166837330670763,1
1.0,2.0,0.5135017875828488,1.0,1.513501787582849,1.0,0.0,2.0,0.0,0.0,0.9925279152401798,-3.8459530524369496,0.0,0.0,0.0,0.5135017875828488,0.2389155591459547,0.0,0.0,0.0,1.3840850443247257,0.0,4.185579221272461,0.0,1.3840850443247257,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.7650075127149306,0.0,0.7224989563324737,0.0,-1.0,-0.0074720847598201,1.0,0.0,-0.5135017875828488,1
1.0,0.0,-0.8508169670961755,0.0,-0.8508169670961755,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,-0.8508169670961755,0.0,-0.9758761611948216,0.0,-0.8508169670961755,0.0,-0.0,0.0,-1.0247201845525586,0.0,-2.222779426319388,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.8508169670961755,0.9925279152401798,0.9925279152401798,0.0,0.0,0.0,0.0,-0.0,0.0,-0.7631236747020833,0.0,-0.0,1.0,1.0,0.9925279152401798,0.0,-1.0,1.850816967096176,0
0.0,1.0,2.787366378714556,0.0,3.787366378714556,1.0,1.0,0.0,0.0,0.0,0.0,92.93275346775285,1.0,0.0,0.0,2.787366378714556,2.894442939670918,0.0,0.0,0.0,-2.3785157841155184,0.0,0.3454896229924278,0.0,-0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0107604688625415,0.0,0.0,0.0,0.0,1.178847771598688,0.9630061593238608,-0.0,-1.0,0.0,-0.0074720847598201,1.0,1.0,-2.787366378714556,1
0.0,1.0,-1.1539989125804029,0.0,-0.1539989125804028,1.0,0.0,0.0,1.0,0.0,0.0,-0.3939830671831521,1.0,0.0,0.0,-1.1539989125804029,1.099717240925351,0.0,-1.1539989125804029,0.0,-4.37561423208159,0.0,0.9093246543616572,0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,-0.0,-1.0075283371329782,-0.0,-0.0,0.0,1.0,-0.0,0.0,-0.7391472994295569,-0.0,-0.0,0.0,0.0,-2.007528337132978,1.0,1.0,1.1539989125804029,1
0.0,0.0,-1.8614234520436008,0.0,-1.8614234520436008,0.0,1.0,0.0,1.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-17.749051728679902,0.0,-1.8614234520436008,0.0,0.0,0.0,-0.0563410381177798,0.0,1.9211981347834668,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,0.9925279152401798,-0.704856645378846,-0.0,0.0,0.0,-0.0,1.0,0.0239495283922249,0.0,0.0,0.0,0.0,0.9925279152401798,-1.0,-1.0,1.8614234520436008,0
1.0,0.0,1.8272902180145016,1.0,1.8272902180145016,0.0,1.0,1.0,1.0,0.0,0.0,-0.0,0.0,0.0,1.8272902180145016,0.0,-19.22616424417665,0.0,1.8272902180145016,0.0,-0.0,0.0,-0.0520124548661799,0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,1.8272902180145016,-0.0,-1.0075283371329782,-0.0,-0.2254033583124263,0.0,0.0,0.0,0.0,0.0170940501054498,-0.0,-0.8159948581974783,0.0,1.0,-1.0075283371329782,0.0,0.0,-1.8272902180145016,0
1.0,1.0,0.1597895178512499,0.0,1.1597895178512498,1.0,1.0,0.0,0.0,0.0,0.0,-0.8674881046380478,0.0,0.0,0.1597895178512499,0.1597895178512499,-0.5405839000229917,0.0,0.0,1.0,-2.150368947939584,0.0,-1.849851614074094,1.431888879997389,-0.0,1.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.1597895178512499,-0.0,-0.0,-0.0,-1.1527535589865427,0.0,0.0,0.1597895178512499,0.0,-0.4232475916164314,-0.0,-0.0,0.0,1.0,-2.007528337132978,1.0,1.0,-0.1597895178512499,0
1.0,1.0,-0.5981653458593191,1.0,-0.5981653458593191,0.0,1.0,2.0,1.0,0.0,0.9925279152401798,-0.0,0.0,1.0,0.0,0.0,-3.6620729740511937,0.0,-0.5981653458593191,0.0,0.0,0.0,-0.2730693809451162,0.0,0.8557532356531057,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,0.9925279152401798,0.9925279152401798,-0.1694162441114645,-0.0,0.0,0.0,-0.0,1.0,0.1500603605547064,0.0,1.168561167328577,0.0,-1.0,0.9925279152401798,-1.0,-1.0,1.5981653458593192,0
1.0,1.0,0.8166837330670763,0.0,0.8166837330670763,0.0,2.0,0.0,1.0,1.0,0.0,-1.2444039839151977,1.0,0.0,0.8166837330670763,0.0,0.7193796165977681,0.0,0.8166837330670763,0.0,0.0,1.0,1.3900866481724867,0.0,0.0,0.0,0.0,0.0,-0.0,1.0,0.0,0.0,0.8166837330670763,0.0,0.9925279152401798,-0.8035975558787243,-0.8035975558787243,0.0,1.0,0.0,0.0,-0.0510857985881807,1.135261153116206,0.0,0.0,1.0,0.9925279152401798,0.0,1.0,-0.8166837330670763,0
0.0,0.0,-1.0024079398382892,0.0,-1.0024079398382892,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.96463343954502,0.0,-1.0024079398382892,0.0,-0.0,0.0,0.252230128017777,0.0,-2.097230753170055,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-1.0075283371329782,0.6367982003823889,0.0,0.0,0.0,-0.0,1.0,-0.2219593572321728,-0.2528374829914478,-0.0,0.0,0.0,-1.0075283371329782,-1.0,-1.0,1.0024079398382892,0
1.0,0.0,-0.193922751880349,0.0,-0.193922751880349,0.0,0.0,0.0,1.0,0.0,0.0,-0.0,0.0,0.0,-0.193922751880349,0.0,-0.2117393314065977,0.0,-0.193922751880349,0.0,0.0,0.0,-4.722788125177012,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,-0.193922751880349,0.0,0.9925279152401798,-0.0,-0.0,0.0,0.0,-0.0,0.0,-1.6522021528787043,0.0,0.0,1.0,1.0,0.9925279152401798,0.0,0.0,0.193922751880349,0
1.0,1.0,-1.0529382640856604,0.0,-1.0529382640856604,1.0,1.0,0.0,1.0,1.0,0.0,129.75846563673073,0.0,0.0,-1.0529382640856604,0.0,0.5098266257114422,-1.0529382640856604,0.0,0.0,-0.0,1.0,1.961451108216525,-2.4090405791432823,-1.6769231198834518,0.0,0.0,0.0,129.75846563673073,0.0,0.0,0.0,-1.0529382640856604,0.0,0.0,0.0077066262697617,0.0,1.0,0.0,-1.0529382640856604,1.0,4.975360009837384,-0.0,-0.0,1.0,1.0,0.9925279152401798,0.0,0.0,1.0529382640856604,1
1.0,1.0,-2.0635447490330856,1.0,-2.0635447490330856,1.0,1.0,1.0,1.0,1.0,0.0,-0.9627016314155892,0.0,0.0,-2.0635447490330856,0.0,2.948677903637879,-2.0635447490330856,0.0,0.0,-0.0,1.0,0.3391350404078613,-0.0792606301181182,-2.488091582510415,0.0,0.0,0.0,-0.9627016314155892,0.0,0.0,0.0,-2.0635447490330856,-0.0,-0.0,-1.0387434355227652,-0.0,1.0,0.0,-2.0635447490330856,1.0,0.0554682004716452,-0.0,-0.4019144661029832,1.0,1.0,-1.0075283371329782,0.0,0.0,2.0635447490330856,0
1.0,0.0,0.1597895178512499,0.0,1.1597895178512498,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1597895178512499,0.1597895178512499,0.3834698818674219,0.0,0.0,1.0,-1.5540948685437186,0.0,2.607766730284525,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1597895178512499,0.0,0.0,0.0,1.072479743618966,0.0,0.0,0.0,0.0,-0.6441848980577923,0.0,-0.0,0.0,1.0,-0.0074720847598201,0.0,0.0,-0.1597895178512499,0
1.0,1.0,2.181002487746101,0.0,3.181002487746101,2.0,0.0,1.0,1.0,0.0,0.9925279152401798,0.0,0.0,0.0,0.0,2.181002487746101,-37.231742439478445,2.181002487746101,0.0,0.0,-1.0565831842148043,0.0,-0.0268588020457419,0.0,-1.0565831842148043,0.0,0.0,0.0,1.418438338204709,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.022686433402789,-0.0,-0.0,0.0,-1.0,-0.0074720847598201,0.0,-1.0,-2.181002487746101,1
1.0,1.0,0.4629714633354778,0.0,1.4629714633354778,1.0,1.0,0.0,1.0,0.0,0.0,-3.466011019396132,0.0,0.0,0.4629714633354778,0.4629714633354778,10.25382855682146,0.0,0.4629714633354778,1.0,0.8152394886546548,0.0,0.0975245484609492,0.5389037618635264,0.0,1.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.4629714633354778,-0.0,-1.0075283371329782,-0.0,-0.2885161052298748,0.0,1.0,0.4629714633354778,0.0,0.0243320884335412,0.0,0.0,0.0,1.0,-2.007528337132978,1.0,1.0,-0.4629714633354778,0
1.0,0.0,-1.0024079398382892,0.0,-1.0024079398382892,0.0,0.0,0.0,1.0,0.0,0.0,-0.0,0.0,0.0,-1.0024079398382892,0.0,2.0127948051661964,0.0,-1.0024079398382892,0.0,-0.0,0.0,0.4968216320080526,0.0,-1.7459176237081255,0.0,0.0,0.0,-0.0,0.0,1.0,0.0,-1.0024079398382892,-1.0075283371329782,-1.0075283371329782,-0.0,-0.0,0.0,0.0,-0.0,0.0,-0.3794736404305645,-0.4980179486082887,-0.0,1.0,1.0,-1.0075283371329782,0.0,-1.0,2.002407939838289,0
1.0,1.0,0.6650927603249626,0.0,0.6650927603249626,0.0,0.0,0.0,0.0,0.0,0.0,1.067130259916675,1.0,0.0,0.6650927603249626,0.0,48.48431229563639,0.0,0.0,0.0,0.0,0.0,0.0206252280923865,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6650927603249626,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0031026222227455,0.0,0.0,1.0,1.0,0.9925279152401798,1.0,1.0,-0.6650927603249626,0
1.0,1.0,-0.5981653458593191,1.0,-0.5981653458593191,1.0,1.0,1.0,1.0,0.0,0.0,6.567921226036448,1.0,0.0,-0.5981653458593191,0.0,0.5378089567418032,-0.5981653458593191,0.0,0.0,-0.0,0.0,1.859396329243528,0.0,-0.0,0.0,0.0,1.0,6.567921226036448,0.0,0.0,0.0,-0.5981653458593191,0.0,0.0,0.0,0.1522551756613365,1.0,0.0,-0.0,0.0,1.15351657699914,-0.0,-0.5172173395114101,0.0,1.0,0.9925279152401798,1.0,1.0,0.5981653458593191,0
1.0,0.0,-0.2949834003750914,1.0,-0.2949834003750914,0.0,0.0,1.0,1.0,0.0,0.0,-0.0,0.0,0.0,-0.2949834003750914,0.0,-0.4353414107732713,0.0,-0.2949834003750914,0.0,0.0,0.0,-2.297047731397201,0.0,4.900595358306519,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,-0.2949834003750914,0.0,0.9925279152401798,-0.0,-0.0,0.0,0.0,-0.0,0.0,-0.0719821301979978,0.0,0.2040568394011552,1.0,1.0,0.9925279152401798,0.0,-1.0,0.2949834003750914,0
1.0,0.0,0.3113804905933636,0.0,1.3113804905933637,1.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.3113804905933636,0.3113804905933636,0.2693586100585125,0.0,0.0,1.0,1.0363902758062664,0.0,3.7125228697266106,-2.711653189074154,1.0363902758062664,0.0,0.0,0.0,-0.0,0.0,1.0,0.0,0.3113804905933636,-1.0075283371329782,-0.0,-0.0,-0.0,0.0,0.0,0.3113804905933636,0.0,-3.1346905901747504,1.156007192514554,0.0,1.0,1.0,-2.007528337132978,0.0,-1.0,0.6886195094066364,0
0.0,0.0,-0.1433924276329775,0.0,0.8566075723670226,1.0,1.0,0.0,1.0,0.0,0.0,-0.0,0.0,0.0,0.0,-0.1433924276329775,-0.3099796784260668,0.0,-0.1433924276329775,0.0,2.1664029521953583,0.0,-3.2260179282639965,1.39544050782866,0.0,1.0,0.0,0.0,-0.0,0.0,1.0,0.0,-0.0,0.9925279152401798,0.9925279152401798,-0.0,-1.3370020620842544,0.0,0.0,-0.1433924276329775,0.0,0.6455119995315152,0.4625865423212831,0.0,-1.0,0.0,-0.0074720847598201,0.0,0.0,1.1433924276329774,1
1.0,1.0,-0.2444530761277201,0.0,0.7555469238722798,1.0,0.0,0.0,0.0,0.0,0.0,-3.8916603512436905,1.0,0.0,-0.2444530761277201,-0.2444530761277201,-2.1386119915399795,0.0,0.0,1.0,1.2130978651112876,0.0,-0.4675930014214109,0.0,1.2130978651112876,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,-0.2444530761277201,0.0,0.0,-0.0,-0.0,0.0,0.0,-0.0,0.0,0.234580384636071,0.0,0.0,1.0,1.0,-0.0074720847598201,1.0,0.0,0.2444530761277201,0
0.0,1.0,-0.8002866428488041,0.0,0.1997133571511958,2.0,0.0,0.0,1.0,0.0,0.0,-5.599801080601918,1.0,0.0,0.0,-0.8002866428488041,-0.4965199883248599,-0.8002866428488041,0.0,0.0,-0.9278668884840152,0.0,-2.014017609590626,0.0,-0.9278668884840152,0.0,0.0,1.0,-5.599801080601918,1.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,1.0,0.0,-0.0,0.0,1.2622064998756106,1.6117913914176556,-0.0,0.0,0.0,-2.007528337132978,1.0,0.0,0.8002866428488041,1
1.0,0.0,-0.8002866428488041,1.0,0.1997133571511958,1.0,1.0,1.0,0.0,0.0,0.0,-0.0,0.0,1.0,-0.8002866428488041,-0.8002866428488041,-0.8579125406847892,0.0,0.0,1.0,-0.5481663401630077,0.0,-1.1656199817312334,0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,-0.8002866428488041,0.9925279152401798,0.0,-0.0,-0.2966596854772873,0.0,0.0,-0.0,0.0,-1.1503810938238292,0.0,-1.824263780411309,0.0,1.0,-0.0074720847598201,0.0,0.0,1.8002866428488042,0
0.0,0.0,-0.3455137246224627,0.0,0.6544862753775373,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.3455137246224627,0.229939446786462,0.0,-0.3455137246224627,0.0,-1.343261686587412,0.0,4.348971061623325,0.0,-0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,-0.0,-1.0075283371329782,-1.0075283371329782,0.0,0.0,0.0,0.0,-0.0,0.0,2.654875698064437,-0.0,-0.0,0.0,0.0,-2.007528337132978,0.0,0.0,1.3455137246224629,1
0.0,1.0,0.8166837330670763,1.0,1.816683733067076,1.0,0.0,1.0,0.0,0.0,0.0,16.49079294316769,1.0,0.0,0.0,0.8166837330670763,-0.7543174741716053,0.0,0.0,0.0,1.2964900061918372,0.0,-1.3257017558796504,0.0,1.2964900061918372,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8584776165089617,-0.0,0.771313311498086,0.0,0.0,-2.007528337132978,1.0,0.0,-0.8166837330670763,1
